icmp_seq,time(ms),5_pt_moving_avg,5_pt_moving_std,10_pt_moving_avg,10_pt_moving_std,20_pt_moving_avg,20_pt_moving_std
781,102,113.02,29.4856236156,117.81,38.0884482342,111.385,31.3131429443
782,113,116.12,28.2342345389,120.07,36.9343576874,113.235,30.1852225086
783,87.5,114.9,29.5516497001,108.12,21.9931201364,109.66,28.6760931054
785,78.0,109.1,34.0007352862,104.12,23.5770038621,107.76,29.4814910713
786,95.7,95.24,13.401977466,104.23,23.5301721201,107.55,29.555291627
787,113,97.44,15.5239492398,105.23,23.684080448,108.565,29.3664376099
788,75.5,89.94,15.1819959162,103.03,25.4386866363,108.2,29.7464372037
789,97.5,91.94,15.4367418842,103.42,25.3076097471,107.775,29.8400979785
790,102,96.74,13.6459884215,102.92,25.2783965736,107.075,29.8011810963
791,99.5,97.5,13.6793640203,96.37,12.8223806075,106.8,29.8466783835
792,171,109.1,36.1859779473,103.27,26.9599723871,110.54,32.9714294184
793,95.3,113.06,32.4837343912,101.5,26.8309108637,110.785,32.8318086297
794,96.0,112.76,32.6697566566,102.35,26.4703293016,105.235,23.8700930477
795,145,121.36,34.7242422523,109.05,28.0541242759,106.585,25.3477970599
796,227,146.86,55.3484236451,122.18,46.0595218772,113.205,36.7690870591
797,144,141.46,53.6969086633,125.28,46.4148635197,115.255,37.309156136
798,154,153.2,47.0924622418,133.13,43.6139898555,118.08,38.0261765796
799,177,169.4,34.8324561293,141.08,43.643347463,122.25,39.734864712
800,217,183.8,37.0364685142,152.58,47.2073158172,127.75,44.8026843651
801,101,158.6,42.7235298167,152.73,47.0219345979,124.55,44.2846831071
803,164,162.6,41.9440102994,152.03,46.7711698949,127.65,44.7902303727
804,146,161.0,42.5029410747,157.1,42.4903910706,129.3,44.8299594374
805,149,155.4,41.7049157774,162.4,36.9690561296,132.375,43.9117041705
806,183,148.6,30.3858519709,166.2,36.9347773484,137.625,43.341676491
807,329,194.2,76.7704370184,176.4,61.5037487566,149.29,59.752453374
808,194,200.2,74.9713278527,181.4,60.6028968871,153.34,59.908143722
809,177,206.4,70.5180827873,183.7,59.8796014237,158.415,57.2052378445
810,321,240.8,77.1569828337,198.1,73.7886621824,169.59,65.8554949152
811,515,307.2,135.658394506,227.9,124.806917543,190.24,99.6343810877
812,243,290.0,137.640836963,242.1,116.570865428,197.415,97.9079711555
813,202,291.6,136.28572926,245.9,114.340087264,198.965,97.7129699682
814,364,329.0,121.870833262,267.7,113.958130713,212.4,101.122333417
815,255,315.8,126.44247704,278.3,106.367340435,220.35,97.6811542455
816,226,258.0,62.5099992001,282.6,102.899303529,224.4,96.0583156213
817,105,230.4,93.5483832036,260.2,115.309053321,218.3,99.6895708001
818,208,231.6,93.1305535257,261.6,114.49813196,221.5,98.1950261362
819,308,220.4,74.7883680795,274.7,111.189577849,229.2,98.6602890305
820,388,247.0,106.920531237,281.4,116.195429246,239.75,103.925517357
821,660,333.8,211.059707192,295.9,152.088753328,261.9,139.828805104
822,803,473.4,249.270535764,351.9,218.878682785,297.0,179.729328655
823,768,585.4,224.819483141,408.5,247.162676974,327.2,205.152215633
824,624,648.6,163.357889311,434.5,255.496140436,351.1,210.699811406
825,593,689.6,91.5385164835,468.3,251.436340518,373.3,211.673557009
826,641,685.8,93.4489165266,509.8,241.033792006,396.2,214.754351711
827,604,646.0,70.6505484763,559.7,195.21671718,409.95,218.987256298
828,628,618.0,19.2743352674,601.7,151.40750752,431.65,217.962641657
829,590,611.2,22.3763267763,629.9,111.675571784,452.3,212.050912457
830,529,598.4,43.6153642654,644.0,82.9457654133,462.7,210.366372138
833,542,578.6,41.8783953847,632.2,88.6162764081,464.05,210.805841076
834,557,569.2,39.9837466979,607.6,67.5823777162,479.75,205.091731723
835,530,549.6,25.2645997396,583.8,41.8138732958,496.15,194.556249477
836,463,524.2,36.0374804891,567.7,53.87238006,501.1,192.262950423
837,738,566.0,102.647454912,582.2,76.2886332002,525.25,190.045389315
838,759,609.4,131.720537503,594.0,93.5640006745,551.9,183.117994747
839,617,621.4,128.445708375,595.3,93.8083744189,577.5,150.179366443
840,547,624.8,125.615285694,587.2,94.1674631235,594.45,122.941353156
841,591,650.4,93.2780788824,587.3,94.1712978212,608.6,102.887470466
842,646,632.0,79.7746827007,599.0,93.3880791822,621.5,89.0112352459
843,619,604.0,37.3363094052,606.7,91.3175777165,619.45,88.5488119924
844,747,630.0,74.9599893276,625.7,99.2494612356,616.65,83.1607669391
845,686,657.8,60.9483387797,641.3,94.6913700163,612.55,77.1072219978
848,556,650.8,71.6149425749,650.6,78.3995464839,609.15,78.0689809686
849,704,662.4,75.2482557937,647.2,74.8447281599,614.7,80.7596173188
850,700,678.6,72.2274186165,641.3,66.962759136,617.65,82.8221143873
851,659,661.0,61.2862137842,645.5,66.5853670945,620.4,83.2569895912
852,711,666.0,64.7572389776,661.9,59.442689486,624.55,85.6888342539
853,666,688.0,23.7381549409,669.4,53.9839482315,628.35,85.7611585497
854,677,682.6,22.210357944,672.5,53.3775858078,635.75,83.080731188
855,696,681.8,21.4872054954,680.2,50.2655172282,643.45,81.0461044877
